widget_id,label,type,page,rect
topmostSubform[0].Page2[0].f2_41[0],. . . . . . . . . 8,Text,1,"504,624,576,636"
topmostSubform[0].Page2[0].f2_42[0],. . . . . . . . . 9,Text,1,"504,636,576,648"
topmostSubform[0].Page3[0].f3_1[0],applied from preceding year’s return . . . . 10,Text,2,"504,72,576,84"
topmostSubform[0].Page3[0].f3_2[0],. . . . . . . . . 11,Text,2,"504,84,576,96"
topmostSubform[0].Page3[0].f3_3[0],. . . . . . . . . 12,Text,2,"504,96,576,108"
topmostSubform[0].Page3[0].f3_4[0],. . . . . . . . . 13,Text,2,"504,108,576,120"
topmostSubform[0].Page3[0].c3_1[0],. . . . . . . .,CheckBox,2,"347,122,355,130"
topmostSubform[0].Page3[0].f3_5[0],. . . . . . . . . 14,Text,2,"504,120,576,132"
topmostSubform[0].Page3[0].f3_6[0],column (f) (see instructions) . . . . . 15,Text,2,"504,132,576,144"
topmostSubform[0].Page3[0].f3_7[0],. . . . . . . . . 16,Text,2,"504,144,576,156"
topmostSubform[0].Page3[0].f3_8[0],. . . . . . . . . 17,Text,2,"504,156,576,168"
topmostSubform[0].Page3[0].f3_9[0],. . . . . . . . . 18a,Text,2,"504,168,576,180"
topmostSubform[0].Page3[0].f3_10[0],. . . . . . . . . 18b,Text,2,"504,180,576,192"
topmostSubform[0].Page3[0].f3_11[0],14 . . . . . . . . 18c,Text,2,"504,192,576,204"
topmostSubform[0].Page3[0].f3_12[0],. 18c. . . Enter . . here . 19,Text,2,"504,216,576,228"
topmostSubform[0].Page3[0].c3_2[0],"If “Yes,” attach a computation of the allocation of expenses.",CheckBox,2,"538,252,550,264"
topmostSubform[0].Page3[0].c3_2[1],"If “Yes,” attach a computation of the allocation of expenses.",CheckBox,2,"559,252,571,264"
topmostSubform[0].Page3[0].f3_13[0],income and exempt-interest dividends . . . . . $,Text,2,"446,264,526,276"
topmostSubform[0].Page3[0].c3_3[0],compensation) . . . . . of . any .,CheckBox,2,"538,288,550,300"
topmostSubform[0].Page3[0].c3_3[1],compensation) . . . . . of . any .,CheckBox,2,"559,288,571,300"
topmostSubform[0].Page3[0].c3_4[0],. or . other . . authority . . .,CheckBox,2,"538,312,550,324"
topmostSubform[0].Page3[0].c3_4[1],. or . other . . authority . . .,CheckBox,2,"559,312,571,324"
topmostSubform[0].Page3[0].SeeInstructions_ReadOrder[0].f3_14[0],foreign country,Text,2,"130,336,526,348"
topmostSubform[0].Page3[0].c3_5[0],. . trust . . files . . Form .,CheckBox,2,"538,372,550,384"
topmostSubform[0].Page3[0].c3_5[1],. . trust . . files . . Form .,CheckBox,2,"559,372,571,384"
topmostSubform[0].Page3[0].c3_6[0],". . . If . “Yes,” . . see .",CheckBox,2,"538,396,550,408"
topmostSubform[0].Page3[0].c3_6[1],". . . If . “Yes,” . . see .",CheckBox,2,"559,396,571,408"
topmostSubform[0].Page3[0].c3_7[0],"section 663(b) election, check here. See instructions . . .",CheckBox,2,"517,410,525,418"
topmostSubform[0].Page3[0].c3_8[0],"(Form 1041), and check here. See instructions . . .",CheckBox,2,"517,422,525,430"
topmostSubform[0].Page3[0].c3_9[0],. . . . . . . . . .,CheckBox,2,"517,446,525,454"
topmostSubform[0].Page3[0].c3_10[0],. . . . . . . . . .,CheckBox,2,"538,456,550,468"
topmostSubform[0].Page3[0].c3_10[1],. . . . . . . . . .,CheckBox,2,"559,456,571,468"
topmostSubform[0].Page3[0].c3_11[0],. the . Instructions . . . . for .,CheckBox,2,"538,480,550,492"
topmostSubform[0].Page3[0].c3_11[1],. the . Instructions . . . . for .,CheckBox,2,"559,480,571,492"
topmostSubform[0].Page3[0].c3_12[0],a section 965(i) election? . . . . . .,CheckBox,2,"538,492,550,504"
topmostSubform[0].Page3[0].c3_12[1],a section 965(i) election? . . . . . .,CheckBox,2,"559,492,571,504"
topmostSubform[0].Page3[0].c3_13[0],for the net tax liability? See instructions . . .,CheckBox,2,"538,504,550,516"
topmostSubform[0].Page3[0].c3_13[1],for the net tax liability? See instructions . . .,CheckBox,2,"559,504,571,516"
topmostSubform[0].Page3[0].c3_14[0],. an . eligible . . . section . .,CheckBox,2,"538,528,550,540"
topmostSubform[0].Page3[0].c3_14[1],. an . eligible . . . section . .,CheckBox,2,"559,528,571,540"
topmostSubform[0].Page3[0].c3_15[0],. . . . . . . . . .,CheckBox,2,"538,564,550,576"
topmostSubform[0].Page3[0].c3_15[1],. . . . . . . . . .,CheckBox,2,"559,564,571,576"
topmostSubform[0].Page3[0].c3_16[0],see instructions . . . . . . . .,CheckBox,2,"538,576,550,588"
topmostSubform[0].Page3[0].c3_16[1],see instructions . . . . . . . .,CheckBox,2,"559,576,571,588"
topmostSubform[0].Page3[0].c3_17[0],"claim a qualified business income deduction? If “Yes,” see instructions",CheckBox,2,"538,588,550,600"
topmostSubform[0].Page3[0].c3_17[1],"claim a qualified business income deduction? If “Yes,” see instructions",CheckBox,2,"559,588,571,600"
