field_id,label,caption,type,page,rect
topmostsubform_0_page1_0_f1_39_0,topmostSubform[0].Page1[0].f1_39[0],. . . . . . . . . 5,text,0,"482.4,504.0,576.0,516.0"
topmostsubform_0_page1_0_f1_40_0,topmostSubform[0].Page1[0].f1_40[0],. . . . . . . . . 6,text,0,"482.4,516.0,576.0,528.0"
topmostsubform_0_page1_0_f1_41_0,topmostSubform[0].Page1[0].f1_41[0],. . . . . . . . . 7,text,0,"482.4,528.0,576.0,540.0"
topmostsubform_0_page1_0_f1_42_0,topmostSubform[0].Page1[0].f1_42[0],. . . . . . . . . 8,text,0,"482.4,540.0,576.0,552.0"
topmostsubform_0_page1_0_f1_43_0,topmostSubform[0].Page1[0].f1_43[0],. . . . . . . . . 9a,text,0,"367.2,552.0,460.0,564.0"
topmostsubform_0_page1_0_f1_44_0,topmostSubform[0].Page1[0].f1_44[0],. . . . . . . . . 9b,text,0,"367.2,576.0,460.0,588.0"
topmostsubform_0_page1_0_f1_45_0,topmostSubform[0].Page1[0].f1_45[0],. . . . . . . . . 9c,text,0,"367.2,588.0,460.0,600.0"
topmostsubform_0_page1_0_f1_46_0,topmostSubform[0].Page1[0].f1_46[0],and 9c . . . . . . . 9d,text,0,"367.2,600.0,460.0,612.0"
topmostsubform_0_page1_0_f1_47_0,topmostSubform[0].Page1[0].f1_47[0],. . . . . . . . . 9e,text,0,"367.2,624.0,460.0,636.0"
topmostsubform_0_page1_0_f1_48_0,topmostSubform[0].Page1[0].f1_48[0],. . . . . . . . . 10,text,0,"367.2,648.0,460.0,660.0"
topmostsubform_0_page1_0_f1_49_0,topmostSubform[0].Page1[0].f1_49[0],. . . . . . . . . 11,text,0,"482.4,660.0,576.0,672.0"
topmostsubform_0_page1_0_f1_50_0,topmostSubform[0].Page1[0].f1_50[0],. . . . . . . . . 12,text,0,"482.4,672.0,576.0,684.0"
topmostsubform_0_page2_0_f2_1_0,topmostSubform[0].Page2[0].f2_1[0],. . . . . . . . . 13,text,1,"367.2,72.0,460.0,84.0"
topmostsubform_0_page2_0_f2_2_0,topmostSubform[0].Page2[0].f2_2[0],Schedule Q (Form 706) . . . . . 14,text,1,"367.2,84.0,460.0,96.0"
topmostsubform_0_page2_0_f2_3_0,topmostSubform[0].Page2[0].f2_3[0],under section 2012 . . . . . . 15,text,1,"367.2,96.0,460.0,108.0"
topmostsubform_0_page2_0_f2_4_0,topmostSubform[0].Page2[0].f2_4[0],. . . . . . . . . 16,text,1,"367.2,108.0,460.0,120.0"
topmostsubform_0_page2_0_f2_5_0,topmostSubform[0].Page2[0].f2_5[0],. . . . . . . . . 17,text,1,"482.4,120.0,576.0,132.0"
topmostsubform_0_page2_0_f2_6_0,topmostSubform[0].Page2[0].f2_6[0],. . . . . . . . . 18,text,1,"482.4,132.0,576.0,144.0"
topmostsubform_0_page2_0_f2_7_0,topmostSubform[0].Page2[0].f2_7[0],"706), Part II, line 11 . . . . 19",text,1,"482.4,144.0,576.0,156.0"
topmostsubform_0_page2_0_f2_8_0,topmostSubform[0].Page2[0].f2_8[0],. . . . . . . . . 20,text,1,"482.4,156.0,576.0,168.0"
topmostsubform_0_page2_0_f2_9_0,topmostSubform[0].Page2[0].f2_9[0],. . . . . . . . . 21,text,1,"482.4,168.0,576.0,180.0"
topmostsubform_0_page2_0_f2_10_0,topmostSubform[0].Page2[0].f2_10[0],. . . . . . . . . 22,text,1,"482.4,192.0,576.0,204.0"
topmostsubform_0_page2_0_f2_11_0,topmostSubform[0].Page2[0].f2_11[0],. . . . . . . . . 23a,text,1,"482.4,216.0,576.0,228.0"
topmostsubform_0_page2_0_routing_number_0_f2_12_0,topmostSubform[0].Page2[0].Routing_Number[0].f2_12[0],b Routing number,text,1,"137.2,228.0,266.8,239.0"
topmostsubform_0_page2_0_c2_1_0,topmostSubform[0].Page2[0].c2_1[0],Checking Savings,checkbox,1,"319.8,230.0,327.8,238.0"
topmostsubform_0_page2_0_c2_1_1,topmostSubform[0].Page2[0].c2_1[1],Savings,checkbox,1,"391.8,230.0,399.8,238.0"
topmostsubform_0_page2_0_account_number_0_f2_13_0,topmostSubform[0].Page2[0].Account_Number[0].f2_13[0],d Account number,text,1,"137.2,240.0,382.0,251.0"
topmostsubform_0_page2_0_f2_14_0,topmostSubform[0].Page2[0].f2_14[0],Preparer,text,1,"87.4,346.0,236.9,360.0"
topmostsubform_0_page2_0_c2_2_0,topmostSubform[0].Page2[0].c2_2[0],if PTIN,checkbox,1,"480.5,339.5,488.5,347.5"
topmostsubform_0_page2_0_f2_15_0,topmostSubform[0].Page2[0].f2_15[0],Preparer self-employed,text,1,"504.0,346.0,576.0,360.0"
topmostsubform_0_page2_0_f2_16_0,topmostSubform[0].Page2[0].f2_16[0],Use Only Firm’s name,text,1,"144.0,360.0,431.2,372.0"
topmostsubform_0_page2_0_f2_17_0,topmostSubform[0].Page2[0].f2_17[0],Firm’s address,text,1,"144.0,372.0,431.2,384.0"
topmostsubform_0_page2_0_f2_18_0,topmostSubform[0].Page2[0].f2_18[0],Use Only Firm’s name Firm’s EIN,text,1,"475.2,360.0,576.0,372.0"
topmostsubform_0_page2_0_f2_19_0,topmostSubform[0].Page2[0].f2_19[0],Firm’s address Phone no.,text,1,"475.2,372.0,576.0,384.0"
topmostsubform_0_page3_0_c3_1_0,topmostSubform[0].Page3[0].c3_1[0],,checkbox,2,"538.6,97.0,548.6,107.0"
topmostsubform_0_page3_0_c3_1_1,topmostSubform[0].Page3[0].c3_1[1],,checkbox,2,"560.2,97.0,570.2,107.0"
topmostsubform_0_page3_0_c3_2_0,topmostSubform[0].Page3[0].c3_2[0],,checkbox,2,"538.6,109.0,548.6,119.0"
topmostsubform_0_page3_0_c3_2_1,topmostSubform[0].Page3[0].c3_2[1],,checkbox,2,"560.2,109.0,570.2,119.0"
topmostsubform_0_page3_0_c3_3_0,topmostSubform[0].Page3[0].c3_3[0],,checkbox,2,"538.6,143.0,548.6,153.0"
topmostsubform_0_page3_0_c3_3_1,topmostSubform[0].Page3[0].c3_3[1],,checkbox,2,"560.2,143.0,570.2,153.0"
topmostsubform_0_page3_0_c3_4_0,topmostSubform[0].Page3[0].c3_4[0],,checkbox,2,"538.6,157.0,548.6,167.0"
topmostsubform_0_page3_0_c3_4_1,topmostSubform[0].Page3[0].c3_4[1],,checkbox,2,"560.2,157.0,570.2,167.0"
topmostsubform_0_page3_0_f3_1_0,topmostSubform[0].Page3[0].f3_1[0],,text,2,"64.8,204.0,302.4,216.0"
topmostsubform_0_page3_0_f3_2_0,topmostSubform[0].Page3[0].f3_2[0],,text,2,"303.4,204.0,576.0,216.0"
topmostsubform_0_page3_0_f3_3_0,topmostSubform[0].Page3[0].f3_3[0],,text,2,"64.8,228.0,474.5,240.0"
topmostsubform_0_page3_0_c3_5_0,topmostSubform[0].Page3[0].c3_5[0],,checkbox,2,"519.4,229.0,527.4,237.0"
topmostsubform_0_page3_0_c3_6_0,topmostSubform[0].Page3[0].c3_6[0],Married Widow/widower Single Legally separated Divorced,checkbox,2,"64.8,254.5,72.8,262.5"
topmostsubform_0_page3_0_c3_6_1,topmostSubform[0].Page3[0].c3_6[1],Widow/widower Single Legally separated Divorced,checkbox,2,"158.4,254.5,166.4,262.5"
topmostsubform_0_page3_0_c3_6_2,topmostSubform[0].Page3[0].c3_6[2],Single Legally separated Divorced,checkbox,2,"280.8,254.5,288.8,262.5"
topmostsubform_0_page3_0_c3_6_3,topmostSubform[0].Page3[0].c3_6[3],Legally separated Divorced,checkbox,2,"367.2,254.5,375.2,262.5"
topmostsubform_0_page3_0_c3_6_4,topmostSubform[0].Page3[0].c3_6[4],Divorced,checkbox,2,"496.8,254.5,504.8,262.5"
topmostsubform_0_page3_0_table1_0_row1_0_f3_4_0,topmostSubform[0].Page3[0].Table1[0].Row1[0].f3_4[0],,text,2,"37.0,324.0,308.9,336.0"
topmostsubform_0_page3_0_table1_0_row1_0_f3_5_0,topmostSubform[0].Page3[0].Table1[0].Row1[0].f3_5[0],,text,2,"309.6,324.0,403.2,336.0"
topmostsubform_0_page3_0_table1_0_row1_0_f3_6_0,topmostSubform[0].Page3[0].Table1[0].Row1[0].f3_6[0],,text,2,"403.2,324.0,468.0,336.0"
topmostsubform_0_page3_0_table1_0_row1_0_c3_7_0,topmostSubform[0].Page3[0].Table1[0].Row1[0].c3_7[0],,checkbox,2,"482.0,326.0,490.0,334.0"
topmostsubform_0_page3_0_table1_0_row1_0_c3_7_1,topmostSubform[0].Page3[0].Table1[0].Row1[0].c3_7[1],,checkbox,2,"518.0,326.0,526.0,334.0"
topmostsubform_0_page3_0_table1_0_row1_0_c3_7_2,topmostSubform[0].Page3[0].Table1[0].Row1[0].c3_7[2],,checkbox,2,"554.0,326.0,562.0,334.0"
topmostsubform_0_page3_0_table1_0_row2_0_f3_7_0,topmostSubform[0].Page3[0].Table1[0].Row2[0].f3_7[0],,text,2,"37.0,336.0,308.9,348.0"
topmostsubform_0_page3_0_table1_0_row2_0_f3_8_0,topmostSubform[0].Page3[0].Table1[0].Row2[0].f3_8[0],,text,2,"309.6,336.0,403.2,348.0"
topmostsubform_0_page3_0_table1_0_row2_0_f3_9_0,topmostSubform[0].Page3[0].Table1[0].Row2[0].f3_9[0],,text,2,"403.2,336.0,468.0,348.0"
topmostsubform_0_page3_0_table1_0_row2_0_c3_8_0,topmostSubform[0].Page3[0].Table1[0].Row2[0].c3_8[0],,checkbox,2,"482.0,338.0,490.0,346.0"
topmostsubform_0_page3_0_table1_0_row2_0_c3_8_1,topmostSubform[0].Page3[0].Table1[0].Row2[0].c3_8[1],,checkbox,2,"518.0,338.0,526.0,346.0"
topmostsubform_0_page3_0_table1_0_row2_0_c3_8_2,topmostSubform[0].Page3[0].Table1[0].Row2[0].c3_8[2],,checkbox,2,"554.0,338.0,562.0,346.0"
topmostsubform_0_page3_0_table1_0_row3_0_f3_10_0,topmostSubform[0].Page3[0].Table1[0].Row3[0].f3_10[0],,text,2,"37.0,348.0,308.9,360.0"
topmostsubform_0_page3_0_table1_0_row3_0_f3_11_0,topmostSubform[0].Page3[0].Table1[0].Row3[0].f3_11[0],,text,2,"309.6,348.0,403.2,360.0"
topmostsubform_0_page3_0_table1_0_row3_0_f3_12_0,topmostSubform[0].Page3[0].Table1[0].Row3[0].f3_12[0],,text,2,"403.2,348.0,468.0,360.0"
topmostsubform_0_page3_0_table1_0_row3_0_c3_9_0,topmostSubform[0].Page3[0].Table1[0].Row3[0].c3_9[0],,checkbox,2,"482.0,350.0,490.0,358.0"
topmostsubform_0_page3_0_table1_0_row3_0_c3_9_1,topmostSubform[0].Page3[0].Table1[0].Row3[0].c3_9[1],,checkbox,2,"518.0,350.0,526.0,358.0"
topmostsubform_0_page3_0_table1_0_row3_0_c3_9_2,topmostSubform[0].Page3[0].Table1[0].Row3[0].c3_9[2],,checkbox,2,"554.0,350.0,562.0,358.0"
topmostsubform_0_page3_0_table1_0_row4_0_f3_13_0,topmostSubform[0].Page3[0].Table1[0].Row4[0].f3_13[0],,text,2,"37.0,360.0,308.9,372.0"
topmostsubform_0_page3_0_table1_0_row4_0_f3_14_0,topmostSubform[0].Page3[0].Table1[0].Row4[0].f3_14[0],,text,2,"309.6,360.0,403.2,372.0"
topmostsubform_0_page3_0_table1_0_row4_0_f3_15_0,topmostSubform[0].Page3[0].Table1[0].Row4[0].f3_15[0],,text,2,"403.2,360.0,468.0,372.0"
topmostsubform_0_page3_0_table1_0_row4_0_c3_10_0,topmostSubform[0].Page3[0].Table1[0].Row4[0].c3_10[0],,checkbox,2,"482.0,362.0,490.0,370.0"
topmostsubform_0_page3_0_table1_0_row4_0_c3_10_1,topmostSubform[0].Page3[0].Table1[0].Row4[0].c3_10[1],,checkbox,2,"518.0,362.0,526.0,370.0"
topmostsubform_0_page3_0_table1_0_row4_0_c3_10_2,topmostSubform[0].Page3[0].Table1[0].Row4[0].c3_10[2],,checkbox,2,"554.0,362.0,562.0,370.0"
topmostsubform_0_page3_0_f3_16_0,topmostSubform[0].Page3[0].f3_16[0],,text,2,"64.8,384.0,258.5,396.0"
topmostsubform_0_page3_0_f3_17_0,topmostSubform[0].Page3[0].f3_17[0],,text,2,"259.2,384.0,302.4,396.0"
topmostsubform_0_page3_0_f3_18_0,topmostSubform[0].Page3[0].f3_18[0],,text,2,"302.4,384.0,331.2,396.0"
topmostsubform_0_page3_0_f3_19_0,topmostSubform[0].Page3[0].f3_19[0],,text,2,"331.2,384.0,388.8,396.0"
topmostsubform_0_page3_0_f3_20_0,topmostSubform[0].Page3[0].f3_20[0],,text,2,"388.8,384.0,576.0,396.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row1_0_f3_21_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row1[0].f3_21[0],,text,2,"36.0,444.0,272.9,456.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row1_0_f3_22_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row1[0].f3_22[0],,text,2,"273.6,444.0,360.0,456.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row1_0_f3_23_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row1[0].f3_23[0],,text,2,"361.0,444.0,488.9,456.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row1_0_f3_24_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row1[0].f3_24[0],,text,2,"489.6,444.0,576.0,456.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row2_0_f3_25_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row2[0].f3_25[0],,text,2,"36.0,456.0,272.9,468.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row2_0_f3_26_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row2[0].f3_26[0],,text,2,"273.6,456.0,360.0,468.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row2_0_f3_27_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row2[0].f3_27[0],,text,2,"361.0,456.0,488.9,468.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row2_0_f3_28_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row2[0].f3_28[0],,text,2,"489.6,456.0,576.0,468.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row3_0_f3_29_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row3[0].f3_29[0],,text,2,"36.0,468.0,272.9,480.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row3_0_f3_30_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row3[0].f3_30[0],,text,2,"273.6,468.0,360.0,480.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row3_0_f3_31_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row3[0].f3_31[0],,text,2,"361.0,468.0,488.9,480.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row3_0_f3_32_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row3[0].f3_32[0],,text,2,"489.6,468.0,576.0,480.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row4_0_f3_33_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row4[0].f3_33[0],,text,2,"36.0,480.0,272.9,492.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row4_0_f3_34_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row4[0].f3_34[0],,text,2,"273.6,480.0,360.0,492.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row4_0_f3_35_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row4[0].f3_35[0],,text,2,"361.0,480.0,488.9,492.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row4_0_f3_36_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row4[0].f3_36[0],,text,2,"489.6,480.0,576.0,492.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row5_0_f3_37_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row5[0].f3_37[0],,text,2,"36.0,492.0,272.9,504.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row5_0_f3_38_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row5[0].f3_38[0],,text,2,"273.6,492.0,360.0,504.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row5_0_f3_39_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row5[0].f3_39[0],,text,2,"361.0,492.0,488.9,504.0"
topmostsubform_0_page3_0_table_part4_line5a_0_row5_0_f3_40_0,topmostSubform[0].Page3[0].Table_Part4-Line5a[0].Row5[0].f3_40[0],,text,2,"489.6,492.0,576.0,504.0"
topmostsubform_0_page3_0_f3_41_0,topmostSubform[0].Page3[0].f3_41[0],. . . . . . . . . 5b,text,2,"489.6,504.0,576.0,516.0"
topmostsubform_0_page3_0_f3_42_0,topmostSubform[0].Page3[0].f3_42[0],. . . . . . . . . 5c,text,2,"489.6,516.0,576.0,528.0"
topmostsubform_0_page3_0_f3_43_0,topmostSubform[0].Page3[0].f3_43[0],. . . . . . . . . 5d,text,2,"489.6,528.0,576.0,540.0"
topmostsubform_0_page3_0_c3_11_0,topmostSubform[0].Page3[0].c3_11[0],,checkbox,2,"538.6,565.0,548.6,575.0"
topmostsubform_0_page3_0_c3_11_1,topmostSubform[0].Page3[0].c3_11[1],,checkbox,2,"560.2,565.0,570.2,575.0"
topmostsubform_0_page3_0_c3_12_0,topmostSubform[0].Page3[0].c3_12[0],,checkbox,2,"538.6,577.0,548.6,587.0"
topmostsubform_0_page3_0_c3_12_1,topmostSubform[0].Page3[0].c3_12[1],,checkbox,2,"560.2,577.0,570.2,587.0"
topmostsubform_0_page3_0_c3_13_0,topmostSubform[0].Page3[0].c3_13[0],,checkbox,2,"538.6,589.0,548.6,599.0"
topmostsubform_0_page3_0_c3_13_1,topmostSubform[0].Page3[0].c3_13[1],,checkbox,2,"560.2,589.0,570.2,599.0"
topmostsubform_0_page3_0_f3_44_0,topmostSubform[0].Page3[0].f3_44[0],,text,2,"64.8,624.0,201.6,636.0"
topmostsubform_0_page3_0_f3_45_0,topmostSubform[0].Page3[0].f3_45[0],,text,2,"202.6,624.0,525.6,636.0"
topmostsubform_0_page3_0_c3_14_0,topmostSubform[0].Page3[0].c3_14[0],,checkbox,2,"538.6,637.0,548.6,647.0"
topmostsubform_0_page3_0_c3_14_1,topmostSubform[0].Page3[0].c3_14[1],,checkbox,2,"560.2,637.0,570.2,647.0"
topmostsubform_0_page3_0_c3_15_0,topmostSubform[0].Page3[0].c3_15[0],,checkbox,2,"538.6,649.0,548.6,659.0"
topmostsubform_0_page3_0_c3_15_1,topmostSubform[0].Page3[0].c3_15[1],,checkbox,2,"560.2,649.0,570.2,659.0"
topmostsubform_0_page3_0_c3_16_0,topmostSubform[0].Page3[0].c3_16[0],,checkbox,2,"538.6,685.0,548.6,695.0"
topmostsubform_0_page3_0_c3_16_1,topmostSubform[0].Page3[0].c3_16[1],,checkbox,2,"560.2,685.0,570.2,695.0"
topmostsubform_0_page4_0_c4_1_0,topmostSubform[0].Page4[0].c4_1[0],,checkbox,3,"538.6,97.0,548.6,107.0"
topmostsubform_0_page4_0_c4_1_1,topmostSubform[0].Page4[0].c4_1[1],,checkbox,3,"560.2,97.0,570.2,107.0"
topmostsubform_0_page4_0_c4_2_0,topmostSubform[0].Page4[0].c4_2[0],,checkbox,3,"538.6,121.0,548.6,131.0"
topmostsubform_0_page4_0_c4_2_1,topmostSubform[0].Page4[0].c4_2[1],,checkbox,3,"560.2,121.0,570.2,131.0"
topmostsubform_0_page4_0_c4_3_0,topmostSubform[0].Page4[0].c4_3[0],,checkbox,3,"538.6,145.0,548.6,155.0"
topmostsubform_0_page4_0_c4_3_1,topmostSubform[0].Page4[0].c4_3[1],,checkbox,3,"560.2,145.0,570.2,155.0"
topmostsubform_0_page4_0_c4_4_0,topmostSubform[0].Page4[0].c4_4[0],,checkbox,3,"538.6,157.0,548.6,167.0"
topmostsubform_0_page4_0_c4_4_1,topmostSubform[0].Page4[0].c4_4[1],,checkbox,3,"560.2,157.0,570.2,167.0"
topmostsubform_0_page4_0_c4_5_0,topmostSubform[0].Page4[0].c4_5[0],,checkbox,3,"538.6,181.0,548.6,191.0"
topmostsubform_0_page4_0_c4_5_1,topmostSubform[0].Page4[0].c4_5[1],,checkbox,3,"560.2,181.0,570.2,191.0"
topmostsubform_0_page4_0_c4_6_0,topmostSubform[0].Page4[0].c4_6[0],,checkbox,3,"538.6,193.0,548.6,203.0"
topmostsubform_0_page4_0_c4_6_1,topmostSubform[0].Page4[0].c4_6[1],,checkbox,3,"560.2,193.0,570.2,203.0"
topmostsubform_0_page4_0_c4_7_0,topmostSubform[0].Page4[0].c4_7[0],,checkbox,3,"538.6,229.0,548.6,239.0"
topmostsubform_0_page4_0_c4_7_1,topmostSubform[0].Page4[0].c4_7[1],,checkbox,3,"560.2,229.0,570.2,239.0"
topmostsubform_0_page4_0_c4_8_0,topmostSubform[0].Page4[0].c4_8[0],,checkbox,3,"538.6,253.0,548.6,263.0"
topmostsubform_0_page4_0_c4_8_1,topmostSubform[0].Page4[0].c4_8[1],,checkbox,3,"560.2,253.0,570.2,263.0"
topmostsubform_0_page4_0_f4_1_0,topmostSubform[0].Page4[0].f4_1[0],EIN for the entity in which an interest was transferred/sold:,text,3,"388.8,264.0,525.6,276.0"
topmostsubform_0_page4_0_c4_9_0,topmostSubform[0].Page4[0].c4_9[0],,checkbox,3,"538.6,289.0,548.6,299.0"
